Date,open,high,low,close,volume,rsi_14,macd,macd_signal,macd_hist,sma_20,sma_50,sma_200,ema_20,ema_50,ema_200,bb_upper,bb_middle,bb_lower,target,prediction,signal
2025-01-02 09:00:00,251.36,251.42,250.6,251.13,5181.0,,,,,,,,,,,,,,1,0,-1.0
2025-01-02 09:05:00,251.15,251.45,251.15,251.39,5247.0,,,,,,,,,,,,,,1,0,-1.0
2025-01-02 09:10:00,251.54,251.54,251.42,251.42,1331.0,,,,,,,,,,,,,,0,0,-1.0
2025-01-02 09:15:00,251.41,251.7,251.39,251.66,6557.0,,,,,,,,,,,,,,0,0,-1.0
2025-01-02 09:20:00,251.66,251.9,251.66,251.9,4873.0,,,,,,,,,,,,,,2,0,-1.0
2025-01-02 09:25:00,251.7,251.76,251.65,251.7,3005.0,,,,,,,,,,,,,,2,0,-1.0
2025-01-02 09:30:00,251.75,251.83,251.75,251.79,1153.0,,,,,,,,,,,,,,2,0,-1.0
2025-01-02 09:35:00,251.79,251.79,251.41,251.43,5448.0,,,,,,,,,,,,,,2,0,-1.0
2025-01-02 09:40:00,251.5,251.5,251.5,251.5,612.0,,,,,,,,,,,,,,2,0,-1.0
2025-01-02 09:45:00,251.49,251.49,251.36,251.36,1099.0,,,,,,,,,,,,,,2,0,-1.0
2025-01-02 09:50:00,251.31,251.31,251.3,251.3,988.0,,,,,,,,,,,,,,2,0,-1.0
2025-01-02 10:00:00,251.26,251.29,251.21,251.21,1540.0,,,,,,,,,,,,,,2,0,-1.0
2025-01-02 10:05:00,251.16,251.16,251.04,251.04,1465.0,,,,,,,,,,,,,,0,0,-1.0
2025-01-02 10:10:00,251.05,251.05,250.45,250.45,14004.0,25.841330739471744,,,,,,,,,,,,,1,0,-1.0
2025-01-02 10:15:00,250.61,250.7,250.57,250.65,1753.0,33.85215277255266,,,,,,,,,,,,,0,0,-1.0
2025-01-02 10:20:00,250.7,250.91,250.7,250.82,9638.0,39.80443181633358,,,,,,,,,,,,,0,0,-1.0
2025-01-02 10:25:00,250.75,250.85,250.71,250.85,3640.0,40.816535416897544,,,,,,,,,,,,,2,0,-1.0
2025-01-02 10:30:00,250.79,250.91,250.71,250.91,1103.0,42.88489531029166,,,,,,,,,,,,,2,0,-1.0
2025-01-02 10:35:00,250.91,250.91,250.81,250.91,4066.0,42.88489531029166,,,,,,,,,,,,,2,0,-1.0
2025-01-02 10:40:00,250.82,250.91,250.82,250.83,6606.0,40.686123601186225,,,,251.2125,,,251.06278683823282,,,251.99059703765022,251.2125,250.4344029623498,2,0,-1.0
2025-01-02 10:45:00,250.9,250.91,250.81,250.81,2097.0,40.132145174145535,,,,251.19650000000001,,,251.03871190125827,,,251.99365180486535,251.19650000000001,250.39934819513468,2,0,-1.0
2025-01-02 10:50:00,250.82,250.82,250.51,250.52,3098.0,33.09546634319118,,,,251.15300000000002,,,250.9893107678051,,,251.9967558888684,251.15300000000002,250.30924411113165,0,0,-1.0
2025-01-02 10:55:00,250.615,250.615,250.55,250.55,1210.0,34.3773165580764,,,,251.10950000000003,,,250.94747164706178,,,251.98289509959704,251.10950000000003,250.236104900403,0,0,-1.0
2025-01-02 11:00:00,250.6,250.6,250.51,250.51,1031.0,33.45688674162257,,,,251.052,,,250.90580768067494,,,251.92427518593624,251.052,250.17972481406375,0,0,-1.0
2025-01-02 11:05:00,250.47,250.47,250.32,250.33,1197.0,29.614349384202825,,,,250.9735,,,250.85096885394398,,,251.8081562166546,250.9735,250.1388437833454,2,0,-1.0
2025-01-02 11:10:00,250.38,250.39,250.24,250.28,2545.0,28.63068599279353,-0.2209001728654414,,,250.9025,,,250.79659086785406,,,251.7192710817605,250.9025,250.0857289182395,2,0,-1.0
2025-01-02 11:15:00,250.28,250.44,250.28,250.44,1612.0,35.961014196690485,-0.2210479722370735,,,250.83499999999998,,,250.76262983282035,,,251.56584882157682,250.83499999999998,250.10415117842314,2,0,-1.0
2025-01-02 11:20:00,250.41,250.43,250.33,250.33,1389.0,33.41962675998154,-0.22741963302982526,,,250.78000000000003,,,250.72142699159937,,,251.4886889303498,250.78000000000003,250.07131106965025,0,0,-1.0
2025-01-02 11:25:00,250.32,250.32,250.32,250.32,2645.0,33.18999175585343,-0.23061771902951023,,,250.721,,,250.6831958495423,,,251.37441870190588,250.721,250.06758129809413,0,0,-1.0
2025-01-02 11:30:00,250.32,250.34,249.94,250.0,7340.0,26.835499677714978,-0.25602228533662696,,,250.65300000000002,,,250.61812957815732,,,251.30932613844067,250.65300000000002,249.99667386155937,1,0,-1.0
2025-01-02 11:35:00,249.96,250.06,249.87,249.9,7860.0,25.211074335869014,-0.2809857229238162,,,250.583,,,250.54973628499948,,,251.24696084221924,250.583,249.91903915778076,1,0,-1.0
2025-01-02 11:40:00,249.97,250.16,249.97,250.12,3289.0,34.59167147575734,-0.27979199769526986,,,250.52849999999998,,,250.50880901976143,,,251.15556538734052,250.52849999999998,249.90143461265944,1,0,-1.0
2025-01-02 11:45:00,250.18,250.18,250.12,250.12,2278.0,34.59167147575734,-0.2756682300923501,,,250.4825,,,250.47177958930797,,,251.0873098874858,250.4825,249.8776901125142,1,0,-1.0
2025-01-02 11:50:00,250.05,250.11,249.91,250.085,6624.0,33.80924525428823,-0.27208786253913786,-0.25745357304775246,-0.0146342894913854,250.46425,,,250.43494343794532,,,251.0934183002191,250.46425,249.8350816997809,1,0,-1.0
2025-01-02 11:55:00,250.04,250.38,250.0,250.345,8298.0,43.95132826415408,-0.24544127414230843,-0.2550511132666637,0.009609839124355257,250.44899999999998,,,250.42637739623623,,,251.07419277027216,250.44899999999998,249.8238072297278,0,0,-1.0
2025-01-02 12:00:00,250.35,250.76,250.25,250.4,19752.0,45.84179110627462,-0.21737980147651115,-0.2475168509086332,0.03013704943212206,250.42800000000003,,,250.42386526326135,,,251.02970923210523,250.42800000000003,249.82629076789482,1,0,-1.0
2025-01-02 12:05:00,250.41,250.5,250.35,250.5,11723.0,49.196960931204146,-0.1849398465220986,-0.2350014500313263,0.0500616035092277,250.4105,,,250.43111619056978,,,250.98168210756347,250.4105,249.83931789243655,1,0,-1.0
2025-01-02 12:10:00,250.46,250.46,250.29,250.45,3013.0,47.608808391215156,-0.16140495478830985,-0.22028215098272302,0.05887719619441317,250.3875,,,250.43291464861076,,,250.911470419013,250.3875,249.86352958098698,1,0,-1.0
2025-01-02 12:15:00,250.6,250.7,250.53,250.53,6935.0,50.36943592390435,-0.13474479796227,-0.20317468037863243,0.06842988241636241,250.36849999999998,,,250.4421608725526,,,250.84026371204308,250.36849999999998,249.89673628795688,0,0,-1.0
2025-01-02 12:20:00,250.58,250.7,250.55,250.55,3111.0,51.063669527015236,-0.11072621585682896,-0.18468498747427176,0.0739587716174428,250.3545,,,250.45243126564282,,,250.78550928064334,250.3545,249.92349071935666,0,0,-1.0
2025-01-02 12:25:00,250.66,251.07,250.66,251.0,12241.0,63.451455807499364,-0.054748965308618835,-0.15869778304114118,0.10394881773252235,250.36399999999998,,,250.50458066891494,,,250.84070326199918,250.36399999999998,249.88729673800077,2,0,-1.0
2025-01-02 12:30:00,251.01,251.01,250.75,250.76,12482.0,55.39706867897463,-0.029413524391259216,-0.13284093131116478,0.10342740691990557,250.37600000000003,,,250.52890631949447,,,250.8791560394159,250.37600000000003,249.87284396058416,2,0,-1.0
2025-01-02 12:35:00,250.62,250.75,250.48,250.75,7132.0,55.08331816603158,-0.010026343907384216,-0.10827801383040868,0.09825166992302446,250.38600000000002,,,250.549962860495,,,250.91010495132244,250.38600000000002,249.8618950486776,0,0,-1.0
2025-01-02 12:40:00,250.76,250.76,250.63,250.63,3070.0,51.32662038658776,-0.004295346731623795,-0.08748148041065171,0.08318613367902791,250.392,,,250.55758544520975,,,250.92432884573415,250.392,249.85967115426584,0,0,-1.0
2025-01-02 12:45:00,250.64,250.64,250.48,250.5,4748.0,47.543710252310106,-0.01012666977931076,-0.07201051828438353,0.06188384850507277,250.40050000000002,,,250.55210111709454,,,250.93402506970213,250.40050000000002,249.8669749302979,0,0,-1.0
2025-01-02 12:50:00,250.5,250.5,250.22,250.48,12127.0,46.97015315461457,-0.016175408124041724,-0.060843496252315166,0.04466808812827344,250.4105,,,250.5452343440379,,,250.942109819323,250.4105,249.87889018067702,0,0,-1.0
2025-01-02 12:55:00,250.47,250.5,250.4,250.5,3810.0,47.6502687410979,-0.01913467140695957,-0.05250173128324405,0.03336705987628448,250.41350000000003,,,250.5409263112724,,,250.94641744201206,250.41350000000003,249.880582557988,0,0,-1.0
2025-01-02 13:00:00,250.345,251.65,250.27,250.658,233589.0,52.80033745233219,-0.008631134988632994,-0.04372761202432184,0.03509647703568885,250.4299,,,250.55207618638931,,,250.97164418317192,250.4299,249.8881558168281,0,0,-1.0
2025-01-02 13:05:00,250.6,250.7399,250.5,250.62,6261.0,51.488382248546756,-0.003334847082669512,-0.03564905903599138,0.03231421195332187,250.44490000000002,,,250.5585451210189,,,250.9902427912796,250.44490000000002,249.89955720872044,0,0,-1.0
2025-01-02 13:10:00,250.66,250.69,250.61,250.61,5151.0,51.1283468966855,5.494939159689238e-05,-0.02850825735047373,0.02856320674207062,250.47539999999998,250.75696,,250.56344558568378,250.68322567424363,,250.98485280448787,250.47539999999998,249.9659471955121,2,2,
2025-01-02 13:15:00,250.6899,250.6899,250.6,250.6,14487.0,50.74620543865835,0.0019124258384692894,-0.022424120712685125,0.024336546551154414,250.51040000000003,250.74636,,250.5669269584758,250.67996192231251,,250.94804158851804,250.51040000000003,250.07275841148203,0,2,
2025-01-02 13:20:00,250.6,250.6497,250.51,250.51,11351.0,47.31837434690651,-0.0038335675531584457,-0.01870601008077979,0.014872442527621346,250.5299,250.72876,,250.56150534338286,250.6732967488885,,250.92930801193833,250.5299,250.13049198806166,2,2,
2025-01-02 13:25:00,250.5025,250.64,250.4081,250.4081,9931.0,43.71765665000286,-0.01642050177676424,-0.018248908419976683,0.0018284066432124428,250.54430499999998,250.708522,,250.54689531067973,250.6628968763831,,250.90215998445672,250.54430499999998,250.18645001554324,2,2,
2025-01-02 13:30:00,250.46,250.5,250.3195,250.39,15847.0,43.09042337065844,-0.027538806347649825,-0.020106888005511313,-0.007431918342138511,250.559555,250.683122,,250.5319529001388,250.65219503809357,,250.85905413171912,250.559555,250.26005586828086,2,2,
2025-01-02 13:35:00,250.43,250.56,250.3,250.33,14569.0,40.99091693575829,-0.040722220967609246,-0.0242299545979309,-0.016492266369678345,250.55880500000004,250.651722,,250.51271929060178,250.6395599385605,,250.86051646796324,250.55880500000004,250.25709353203683,2,2,
2025-01-02 13:40:00,250.33,250.41,250.16,250.35,17419.0,42.00526830817709,-0.04899159457619362,-0.029182282593583447,-0.019809311982610173,250.55630499999998,250.624722,,250.49722221530638,250.62820464685225,,250.86400763226126,250.55630499999998,250.2486023677387,2,2,
2025-01-02 13:45:00,250.17,250.21,249.49,249.49,43693.0,23.388004266103763,-0.12351612837693438,-0.04804905175025363,-0.07546707662668074,250.50580499999995,250.57872200000003,,250.4012962900391,250.58356917050511,,251.06370026785993,250.50580499999995,249.94790973213998,2,2,
2025-01-02 13:50:00,249.55,249.55,248.9,249.25,68099.0,20.638872606182616,-0.19964200382335662,-0.07836764216487424,-0.12127436165848238,250.44580499999998,250.535122,,250.2916490243211,250.53127234028923,,251.22787502877017,250.44580499999998,249.6637349712298,0,2,
2025-01-02 13:55:00,249.2,249.25,249.07,249.1,16363.0,19.12571309405992,-0.2689754731466394,-0.11648920836122728,-0.1524862647854121,250.374305,250.48712199999997,,250.17815864105242,250.47514401321908,,251.35001243048347,250.374305,249.3985975695165,0,2,
2025-01-02 14:00:00,249.1,249.12,248.86,248.93,21002.0,17.55485041813499,-0.33379257334982526,-0.1599498813589469,-0.17384269199087837,250.293305,250.43852199999998,,250.0592863895236,250.41455013034775,,251.44950162250882,250.293305,249.1371083774912,0,2,
2025-01-02 14:05:00,249.0,249.1,248.8,248.96,29449.0,18.82196570888435,-0.37837813535116993,-0.20363553215739152,-0.1747426031937784,250.191305,250.39172200000002,,249.95459244766423,250.35750894876549,,251.43662885743663,250.191305,248.94598114256337,2,2,
2025-01-02 14:10:00,249.0,249.05,248.89,249.0,14774.0,20.57476800501938,-0.40580695873853756,-0.24406981747362075,-0.1617371412649168,250.103305,250.347522,,249.86367888122,250.30427330371586,,251.4220218876984,250.103305,248.7845881123016,2,2,
2025-01-02 14:15:00,249.0,249.25,248.99,249.1201,25464.0,25.758124024589378,-0.41309157012477726,-0.27787416800385206,-0.1352174021209252,250.02181000000002,250.309124,,249.79286184491335,250.2578351349427,,251.371678148969,250.02181000000002,248.67194185103102,2,2,
2025-01-02 14:20:00,249.15,249.1699,248.92,248.95,18089.0,23.426268429649838,-0.42766052126643217,-0.3078314386563681,-0.11982908261006409,249.93781000000004,250.27912399999997,,249.71258928825495,250.20654748259201,,251.33412527227958,249.93781000000004,248.5414947277205,2,2,
2025-01-02 14:25:00,248.83,248.95,248.17,248.9,106095.0,22.773633778014414,-0.43818992149118685,-0.33390313522333187,-0.10428678626785498,249.85780999999997,250.244124,,249.63519983223065,250.15531032641195,,251.29874536968217,249.85780999999997,248.41687463031778,2,2,
2025-01-02 14:30:00,248.93,249.1,246.3,246.33,2594908.0,8.958562326001939,-0.6464600792571105,-0.39641452403008764,-0.2500455552270228,249.65031,250.154324,,249.32041889582774,250.00529815674875,,251.72774455723672,249.65031,247.57287544276326,1,2,
